"Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","Cloud5pm","RainTomorrow"
"Sale",6.4,19.4,0,"WNW",41,"No",82,8,1018.8,"N",NA,1.6,"No"
"Perth",NA,NA,3.2,"N",22,"Yes",96,4,1024,"NNE","W",0.8,"No"
"Darwin",25.9,34.2,3.8,"S",57,"Yes",76,6,1008.4,"N","WNW",1.2,"No"
NA,12.9,NA,0,"SW",41,"No",NA,1,1017.9,"SSE","SSE",0.2,"No"
"PerthAirport",3.5,17.5,0,NA,56,"No",54,7,NA,"NNE","N",1.4,"No"
"MelbourneAirport",8.5,12,NA,"SSW",37,"Yes",93,8,1024,"SSW","SSW",1.6,"No"
"NorfolkIsland",17.7,21.4,0,"N",48,"No",72,7,1019.7,"NNE","NNE",1.4,"Yes"
"AliceSprings",21.9,37.3,NA,"ESE",37,"No",25,0,1008.6,NA,"SE",0,"No"
"Perth",21.5,26.9,0,"SW",31,"No",77,7,1010.5,"NW",NA,1.4,"No"
"NorfolkIsland",14.5,19,0,"ESE",28,"No",57,6,1024.3,"SE","SSE",1.2,"No"
"Katherine",NA,26.5,NA,"W",52,"Yes",91,NA,NA,NA,NA,NA,"Yes"
"Woomera",9.2,20.5,7.8,"NW",33,"Yes",99,8,1014.5,"WNW","WNW",1.6,"No"
"Cairns",22,27,9.2,"SE",33,"Yes",89,8,1016.4,"S","SSE",1.6,"Yes"
"Richmond",6.8,NA,0,"E",22,NA,98,7,1029.3,"NNE","NNW",1.4,"No"
"MountGambier",NA,NA,NA,"E",33,"No",80,7,1020.8,"N","E",1.4,"Yes"
"Albury",9.8,NA,0,NA,31,NA,70,8,1021.8,"SSE","SE",1.6,"Yes"
"Mildura",8.1,21.7,0,"W",33,"No",83,1,1019.3,NA,"W",0.2,"No"
"Nuriootpa",4.9,11.6,0.6,"WNW",39,"No",79,NA,1014,NA,"NNW",NA,"Yes"
"Watsonia",5.4,13.9,0,"SSW",NA,"No",57,4,1025.9,"S","SSW",0.8,"No"
"Albury",15.8,NA,NA,"SSE",54,"Yes",64,5,1009.7,"SSE","E",1,"No"
"PerthAirport",16.1,25,NA,"SW",54,"No",69,1,1012.9,"N",NA,0.2,"No"
NA,15.5,32,0,"N",44,"No",68,1,NA,"NNE","WNW",0.2,"No"
"MelbourneAirport",7,24.3,0,"S",NA,"No",65,NA,1020.1,NA,"S",NA,"No"
"Mildura",14.3,NA,8.8,"NW",59,"Yes",97,7,1011.3,"NNE","NW",1.4,"Yes"
"Wollongong",8.3,17.6,5.4,"WSW",76,NA,65,8,999.1,"W","W",1.6,"No"
NA,8.5,13.1,NA,NA,44,"Yes",83,7,NA,"WSW","SW",1.4,"No"
"Cairns",25.9,NA,NA,NA,35,"No",62,7,NA,"SSW","NNE",1.4,"No"
"Brisbane",17.2,26.4,0,"E",26,"No",60,7,1021.2,"ESE","ENE",1.4,"No"
"Wollongong",12.8,14.1,0.2,"SSW",48,"No",NA,8,1014.2,"SW",NA,1.6,"Yes"
"Mildura",16.6,34.9,0,"SW",46,"No",39,NA,1012.9,"NNE","N",NA,"No"
"PerthAirport",17,31.1,0,"NE",33,"No",58,0,NA,"NNW","WSW",0,"No"
"Melbourne",9.1,17,0,"NNW",28,"No",78,3,1029.7,"N","SSW",0.6,"No"
"Cobar",0.5,NA,NA,"SW",NA,NA,76,0,1025.6,"SSW","SW",0,"No"
"Williamtown",22,31.1,3.6,"S",50,"Yes",NA,7,1006.3,"N","NNW",1.4,"No"
NA,8.3,NA,NA,"W",43,"No",NA,4,1010.4,"WSW","SW",0.8,"No"
"MelbourneAirport",7.6,19.5,0,"SE",26,"No",88,NA,1023.7,NA,"WSW",NA,"No"
"PerthAirport",8,22.1,0,"S",26,"No",75,NA,1020.9,"ENE","SSW",NA,"No"
"NorfolkIsland",NA,25.4,NA,"ENE",41,"No",65,3,1022.2,"E","ENE",0.6,"No"
"NorfolkIsland",20.3,26.8,0,"N",33,"No",75,6,NA,"N","NNW",1.2,"Yes"
"Watsonia",3.8,12.5,0.2,"WSW",19,"No",100,NA,1029.4,"WNW","SW",NA,"No"
"SydneyAirport",20.4,NA,0,"NE",57,"No",57,6,1022.5,NA,"ENE",1.2,"No"
"Townsville",13.5,25.9,NA,"ENE",41,"No",49,NA,1022.4,"SE","ENE",NA,"No"
"MountGambier",10.2,12.5,25.2,"SSW",52,NA,96,8,1011.5,"SE","SE",1.6,"Yes"
"NorfolkIsland",19.9,23.2,8.4,"SSW",48,"Yes",76,3,1014.6,"SSW","SSW",0.6,"No"
"Hobart",6.3,12.5,0,"NW",85,"No",51,1,NA,NA,"WNW",0.2,"Yes"
NA,21,37.6,0,"N",46,NA,32,NA,1010.3,"NNE","NNW",NA,"No"
"Bendigo",7.3,17.7,0,"SW",52,"No",NA,8,1014.5,"WSW","SW",1.6,"Yes"
"Portland",12,17,0,"SSE",33,"No",54,8,1019.6,"SE","S",1.6,"No"
"Portland",13.6,17.9,2.4,"SSW",43,"Yes",67,7,1006.6,NA,"S",1.4,"No"
"Sydney",10,20.5,0,"E",24,"No",66,NA,NA,NA,"ENE",NA,"No"
"Cairns",16.3,27.7,NA,"ENE",33,"No",65,2,1015,"WSW","ENE",0.4,"No"
"Sale",5.4,25.6,NA,"NW",24,"No",NA,2,NA,"NW",NA,0.4,"No"
"Nuriootpa",NA,13.1,2,"WSW",37,"Yes",96,8,1020.9,NA,"WSW",1.6,"No"
"Katherine",6.8,27.7,0,"ESE",44,"No",NA,0,NA,"SE","ESE",0,"No"
"CoffsHarbour",21.1,25.3,112,"ENE",37,"Yes",90,8,1014.5,"E","ESE",1.6,"Yes"
"Darwin",21.5,34.1,0,"NNW",31,"No",NA,1,1011.9,"SSE","N",0.2,"No"
NA,-0.5,NA,2.8,"NNE",24,"Yes",99,8,1017.6,"ESE","N",1.6,"No"
NA,14.3,19.1,0,"NW",46,"No",54,7,NA,"NW",NA,1.4,"No"
"Sydney",10.3,21.1,NA,"W",41,"No",66,3,1026.3,"W","S",0.6,"No"
"Townsville",18.7,27.8,0,"ENE",37,"No",NA,NA,1020.4,"SE","ENE",NA,"No"
"MelbourneAirport",17.8,27,0,"S",26,"No",67,7,1006.7,"SW","SSE",1.4,"No"
"Watsonia",7.9,13,0,"NNW",39,"No",68,7,1017.6,"N","N",1.4,"No"
"Nuriootpa",3,13.2,0,NA,33,"No",100,NA,1032.2,"NE","SW",NA,"No"
"Nuriootpa",8.7,26.8,0,"WNW",57,"No",18,6,1012.5,"WNW","WSW",1.2,"No"
"MelbourneAirport",6.5,15.3,NA,"SW",41,"Yes",66,2,1011.4,"WSW","SW",0.4,"No"
"Williamtown",18.4,26.1,11,"SSE",37,"Yes",89,4,1021.6,"WSW",NA,0.8,"Yes"
"Moree",NA,27.6,0.2,"NNW",33,"No",82,1,1013.6,"NNE","WNW",0.2,"No"
"Ballarat",NA,9.9,6,"SW",54,"Yes",99,8,1013.1,"SW","SW",1.6,"Yes"
"Watsonia",9.8,17.8,2,"W",59,"Yes",82,6,1012,"W","SW",1.2,"No"
"Darwin",25.5,NA,NA,"ESE",31,NA,89,8,1007.2,"ENE","NW",1.6,"No"
"CoffsHarbour",10.5,25.1,0,"NE",37,NA,55,0,1013.3,"NW",NA,0,"No"
"Townsville",24.9,30.6,0,"ENE",33,"No",68,4,1006.7,"ENE","ENE",0.8,"No"
"MountGambier",NA,26.4,0,"SSW",37,"No",74,7,1017.2,"SE","SSW",1.4,"No"
"NorfolkIsland",14.3,18.2,0,"E",37,"No",51,2,1027.6,"E","ESE",0.4,"No"
"WaggaWagga",8.8,16,2.4,"N",30,"Yes",85,NA,1016.2,"WNW","NW",NA,"No"
"Mildura",2.7,17.9,NA,"NNE",31,"No",84,7,1022.1,"E","NNE",1.4,"Yes"
"Sale",4.8,14.7,2.4,"W",50,"Yes",77,5,1009.9,"NW","W",1,"Yes"
"Williamtown",2.7,24.4,0,"N",22,"No",64,0,1017.1,"WNW","N",0,"No"
NA,3.3,19.6,0,"W",50,"No",54,7,1008.1,"NNW","W",1.4,"No"
"Williamtown",20.1,29.4,0,NA,43,"No",72,8,NA,"NE","ENE",1.6,"No"
"NorfolkIsland",16.5,19.9,0.8,"W",76,NA,65,8,1009.9,"WSW","SW",1.6,"Yes"
NA,NA,24.6,0,"SE",41,"No",41,2,1020.2,"S","SE",0.4,"No"
NA,14.2,24,2,"W",44,"Yes",72,8,NA,"WNW","W",1.6,"No"
"Portland",13.7,28.3,NA,"NW",44,"No",51,6,NA,NA,"W",1.2,"No"
"AliceSprings",13,23.6,0,NA,NA,"No",24,0,NA,"S","SSW",0,"No"
"Canberra",-2.7,15.2,0,"N",30,"No",62,1,1022.8,NA,"WNW",0.2,"No"
NA,20.4,35.5,0,"SW",39,"No",32,2,1017.6,"SSW",NA,0.4,"No"
"Townsville",21,NA,0,"ENE",37,"No",55,7,1015.6,"S","ENE",1.4,"No"
"Brisbane",13.1,22.3,0.6,"SE",37,"No",92,7,NA,"SW",NA,1.4,"Yes"
NA,19.7,30.8,0,NA,37,NA,66,1,1015,"SSE","ESE",0.2,"No"
"Bendigo",19.8,NA,0,"WNW",43,"No",46,0,1013.5,"SSE","NNW",0,"No"
"Mildura",7.7,NA,0.8,NA,57,"No",66,1,1013.6,"W","WSW",0.2,"No"
"Watsonia",NA,NA,10.8,"SSW",28,"Yes",NA,8,1017.3,"SSE","SSW",1.6,"No"
"Albury",1.7,14.6,1,"SE",13,"No",100,1,1031.3,"E",NA,0.2,"No"
"Cobar",9.8,20.3,0,"NNE",31,"No",74,6,1028.9,"NE",NA,1.2,"No"
"MelbourneAirport",5.8,16.1,0,"NNW",28,"No",75,2,NA,"N","SSW",0.4,"No"
"Portland",9.9,17.8,7.2,"SW",26,"Yes",99,8,1012.7,"WSW","W",1.6,"No"
"Darwin",25.1,31.9,8.6,"WNW",30,"Yes",76,5,1008.4,"NNW","W",1,"Yes"
"CoffsHarbour",8.2,21.2,0,"NE",33,"No",58,1,1023.2,"SSE","NE",0.2,"No"
"SydneyAirport",17.8,22,8,NA,50,"Yes",91,8,1014.7,"SSE","ESE",1.6,"Yes"
"Sale",4.5,17,0.2,"E",30,"No",100,8,1029.8,NA,"E",1.6,"No"
"Canberra",NA,15.5,0,NA,44,"No",80,6,1017.1,"N",NA,1.2,"Yes"
"Watsonia",12.9,23.9,2.8,"N",50,"Yes",100,7,1007.9,NA,"N",1.4,"Yes"
"Nuriootpa",12.5,18,1.2,"W",43,"Yes",68,7,1015.9,"W","SW",1.4,"No"
"AliceSprings",6.4,30.8,0,"NNW",30,"No",11,NA,1020.9,"NNE","W",NA,"No"
"Mildura",19.8,28,0,NA,43,"No",72,6,1008.8,"SSE","SE",1.2,"No"
"Hobart",12.7,17.1,0,"SE",33,"No",74,8,1016.6,"SW","SE",1.6,"No"
"NorfolkIsland",13.3,17.1,1.6,"SW",56,"Yes",58,7,1018.2,"SSW","SSW",1.4,"No"
"Bendigo",8,22.7,0,"WNW",35,"No",53,1,1015.3,"S","WSW",0.2,"No"
"Perth",11.9,24.4,NA,"SE",43,"No",49,3,1021.1,"E","ESE",0.6,"No"
"Katherine",20,34.3,0,"E",35,"No",74,1,1014.4,"ENE","ENE",0.2,"No"
"CoffsHarbour",10.1,NA,0,"SW",30,"No",NA,1,1018.7,"SW","SE",0.2,"No"
"Portland",NA,18.2,4,"W",50,"Yes",98,8,1014.2,"NW","W",1.6,"Yes"
"Sale",4.1,16.4,0,"E",NA,"No",99,4,1031.1,"S","E",0.8,"No"
"Woomera",19.4,40,0,"NNW",61,NA,NA,1,NA,"N","N",0.2,"No"
NA,12,17.9,0,"NNW",43,"No",69,8,1013.8,"NW","NE",1.6,"No"
"CoffsHarbour",15.4,22.1,0.2,"E",30,"No",NA,5,NA,"WSW","ENE",1,"No"
"Moree",4.4,21.5,0,"SE",46,"No",40,8,NA,"SE","SW",1.6,"No"
NA,12,18.8,0,"WNW",70,"No",65,7,NA,"NW","WSW",1.4,"Yes"
"Woomera",10,19.5,0,"W",NA,"No",54,1,NA,"N",NA,0.2,"No"
"Mildura",5,18,NA,"WNW",37,"No",79,NA,1019,"W","W",NA,"No"
"Melbourne",7,15.8,0,"SSW",17,"No",100,3,1035,"NNE","SSW",0.6,"No"
"PearceRAAF",NA,39.7,0,"SSW",44,"No",21,2,1012.6,"S","SSW",0.4,"No"
"Sale",16,25.8,0,"SE",24,NA,98,8,NA,"SW","SE",1.6,"No"
"Canberra",NA,10.6,6,"WNW",78,"Yes",NA,7,1009,"NNW",NA,1.4,"Yes"
"Moree",22.3,39,0,NA,52,"No",51,1,1014.2,"NNE","ENE",0.2,"No"
NA,NA,31.2,0,"NE",31,"No",75,7,1015.9,"SSW","NE",1.4,"No"
"MountGambier",9.7,20.9,0,"ESE",48,"No",68,8,1018.9,"ESE","SE",1.6,"No"
"Portland",12.6,17.9,0.6,"SSW",31,"No",87,8,1019.7,"S","S",1.6,"No"
"Williamtown",10.1,23.5,0,"NW",33,"No",78,8,1024.2,NA,"WNW",1.6,"No"
NA,3.9,15.3,0,NA,37,"No",81,0,1021.2,"W","W",0,"No"
"Wollongong",15.3,21.9,NA,"NNE",30,"Yes",87,7,1028.1,"SW","ENE",1.4,"Yes"
"MelbourneAirport",9.3,18.5,5,"N",41,"Yes",85,6,NA,"N","N",1.2,"No"
"NorfolkIsland",NA,17.8,0,NA,30,"No",61,NA,1021.8,"SE",NA,NA,"No"
NA,2.9,21.7,0,"ESE",46,"No",14,0,1025.7,"ESE","ESE",0,"No"
"Perth",18.7,24.7,0,"SSW",50,NA,66,6,NA,"SW","SW",1.2,"No"
"Townsville",26.9,36,3,NA,31,"Yes",76,NA,1008.5,NA,"NNW",NA,"Yes"
"AliceSprings",24.1,35.9,NA,"SSE",56,NA,NA,3,1002.8,"SE","ESE",0.6,"Yes"
"CoffsHarbour",23.7,27.7,NA,"SW",NA,"No",85,8,1017.3,"SSW","SSE",1.6,"No"
"Sale",NA,23.2,NA,NA,31,"No",81,1,1027.4,"WNW","WSW",0.2,"No"
"MountGambier",NA,29,0,"SSW",39,"No",53,0,1021.3,"ESE","S",0,"No"
NA,9.3,21.4,0,"SE",61,"No",55,1,1021.9,"ESE","SE",0.2,"No"
NA,8.9,21.3,0,NA,39,NA,69,8,1019,"NE","N",1.6,"Yes"
"Cairns",21.6,31,NA,"SE",35,NA,67,6,1015.3,NA,NA,1.2,"No"
"PerthAirport",12.1,25.4,0.4,"WSW",37,"No",59,0,1013.7,"NE",NA,0,"No"
"Woomera",NA,NA,0,"W",35,"No",53,0,1026,"ENE","NW",0,"No"
NA,3.8,17.8,0,"SSE",NA,"No",76,1,1031.6,"W",NA,0.2,"No"
NA,16.5,26.3,NA,"NW",46,"Yes",68,4,1008.1,"NW","WNW",0.8,"No"
"Watsonia",14.5,36.1,0,"N",43,"No",59,6,1015.9,"ENE","N",1.2,"No"
"Nuriootpa",NA,29.5,0,"NW",85,"No",NA,7,1003.8,"N","W",1.4,"Yes"
"NorfolkIsland",20.2,22.4,4,"SE",52,"Yes",74,5,1011.2,"SE","SE",1,"No"
"Brisbane",22.4,34.1,2.2,"WNW",24,"Yes",71,6,1004.5,"WSW","W",1.2,"No"
"PerthAirport",16.2,26.9,0,"WSW",48,"No",55,6,1012.8,NA,"WSW",1.2,"No"
"Mildura",12.8,30.5,0,"SE",37,"No",45,0,1023.7,"SSE","SE",0,"No"
"WaggaWagga",NA,29.5,0,"N",37,"No",52,4,1020.9,"ENE","WNW",0.8,"No"
"Darwin",16.6,29.9,0,"NW",31,"No",NA,1,1016.1,"E","NW",0.2,"No"
NA,11.3,26.5,0,"SSW",28,NA,55,1,1023.6,"E","NE",0.2,"No"
"MelbourneAirport",13.5,34.1,0,"N",52,"No",47,1,1021.7,"N","N",0.2,"No"
NA,10.3,21.8,0.2,"ESE",52,"No",58,3,1017.1,"ESE","SE",0.6,"No"
"Perth",24.5,27,0,"S",35,"No",39,7,1006.3,"E","ENE",1.4,"Yes"
"Cobar",NA,18.8,0,NA,26,"No",72,6,1032.2,"E","ESE",1.2,"No"
"Brisbane",17.3,28.3,0,"W",59,"No",49,6,1015.1,"NNW","NNE",1.2,"Yes"
"Williamtown",14.5,23,0,"NW",74,"No",NA,7,1012.6,"WNW","WNW",1.4,"No"
"Bendigo",7.3,9.2,NA,"W",56,"No",78,8,1013.4,NA,"N",1.6,"Yes"
"PerthAirport",4.7,20.8,0,"N",37,"No",57,1,1019.1,"NE","NNW",0.2,"No"
"Watsonia",NA,28,0,"N",26,"No",NA,NA,1029.7,"ENE","NNE",NA,"No"
"SydneyAirport",9.1,18,0,"NNW",52,NA,70,7,1014.8,"NNW","N",1.4,"No"
"Darwin",NA,33.5,37.2,"NNW",37,"Yes",86,5,1007.9,"E","NE",1,"No"
"WaggaWagga",NA,26.1,0,"SW",41,"No",52,0,1017.6,"WSW","SW",0,"No"
NA,19.1,25,NA,"NNW",30,"Yes",NA,NA,1014.5,"NNW","N",NA,"No"
"Portland",12.6,18.1,2,"W",NA,"Yes",93,8,NA,NA,"W",1.6,"No"
"Cairns",18.3,28.4,2.2,"ESE",39,NA,58,3,1020.2,"SSE",NA,0.6,"No"
NA,23.3,36.8,0,"NE",39,"No",67,6,1013.1,"NNE","ESE",1.2,"No"
"Darwin",24.4,27.4,0.2,"ESE",39,"No",NA,NA,1011.4,"SE","ESE",NA,"Yes"
"AliceSprings",NA,24.3,0,"ESE",52,"No",32,0,1028.1,"ENE","ESE",0,"No"
"Portland",8.6,13.2,1.6,"WSW",43,"Yes",NA,7,1019.3,"SW","WNW",1.4,"Yes"
"Cairns",NA,28.4,0,NA,28,"No",69,2,1015.5,"S","SE",0.4,"No"
NA,3.3,7.6,9.2,"SW",56,"Yes",94,5,NA,"WSW","SW",1,"No"
NA,12.1,21.1,0,"SE",NA,"No",68,1,NA,NA,"ESE",0.2,"No"
"WaggaWagga",NA,19.8,0,"E",19,"No",79,7,1028.7,"E","ENE",1.4,"No"
"Mildura",3.4,19.4,0,"W",37,"No",NA,1,1016.5,"N","WNW",0.2,"No"
"Darwin",28.7,33.8,NA,"NW",35,NA,70,5,1010.9,"WNW","NW",1,"No"
"Portland",6.9,14.9,NA,"SW",19,"No",72,7,1021.3,"S","SSW",1.4,"Yes"
"Canberra",8.8,30.2,0,"E",39,"No",53,0,1018.2,"SSE","E",0,"No"
"Uluru",13.5,26.9,0,"E",41,"No",28,1,1024.6,"E","SE",0.2,"No"
"NorfolkIsland",14.4,18,0.2,"SSW",44,"No",72,3,1023.3,"SSW",NA,0.6,"No"
"Woomera",11.8,17.4,NA,"SSW",52,"Yes",97,8,1008.7,"WSW","SSW",1.6,"No"
"Melbourne",10.2,25.8,NA,"N",39,"No",45,2,1027.1,"NNE",NA,0.4,"No"
NA,13,19.4,19.8,"NW",98,"Yes",77,7,1006.9,"WSW","SW",1.4,"Yes"
"PerthAirport",18.8,34.4,NA,"E",56,"No",33,4,1022.1,"NE","ENE",0.8,"No"
"PerthAirport",15.4,30.3,0,"E",57,"No",NA,1,1013.4,"E","E",0.2,"No"
"AliceSprings",19.6,37.6,0,"WNW",87,"No",NA,0,1010.5,"NNE",NA,0,"Yes"
"MelbourneAirport",15.9,NA,0,"N",NA,"No",29,7,1009.6,"N","SSE",1.4,"No"
"NorfolkIsland",16,20.4,22.8,"SW",NA,"Yes",74,4,1012.5,"S","SW",0.8,"No"
"Cairns",24.2,32,0,"NE",33,"No",66,4,1012,"NE","NNE",0.8,"No"
"Portland",NA,12.5,1,NA,37,"No",NA,5,NA,"W",NA,1,"Yes"
"Woomera",17.9,33.9,0,"SSW",39,"No",45,0,NA,"SE","WSW",0,"No"
"Woomera",13.5,26.7,0,"ENE",33,"No",60,2,1018.7,"SSE","ESE",0.4,"No"
"Canberra",9.7,27.8,0,"W",24,"No",81,8,1021.3,"WSW","WSW",1.6,"No"
"PearceRAAF",9.1,NA,0,"SW",31,"No",70,2,1012.3,"NNW","WSW",0.4,"No"
"Darwin",24.1,33.5,3.2,"SSW",48,NA,72,6,NA,"WSW","WNW",1.2,"Yes"
"MountGambier",7.2,NA,11.6,"WNW",48,"Yes",93,7,1014.7,"W","NW",1.4,"Yes"
"Townsville",23.9,30.9,NA,"NE",33,NA,67,3,1011.3,"ESE","ENE",0.6,"No"
"SydneyAirport",13.2,19.3,0.2,"WSW",43,"No",58,7,1014,"WSW","S",1.4,"No"
"MelbourneAirport",12.4,14.1,0,"N",70,"No",57,7,NA,"N","W",1.4,"Yes"
NA,25.1,31.5,8,"NNE",56,"Yes",86,8,998.9,NA,"N",1.6,"Yes"
"Darwin",25.2,31.8,13.6,NA,56,"Yes",81,6,1006.5,NA,"WSW",1.2,"Yes"
"WaggaWagga",3.9,14,0.6,"NW",26,NA,80,1,1021.7,"NW","WNW",0.2,"No"
NA,7,12.7,2.2,"W",41,"Yes",64,8,1025,"SW","WSW",1.6,"Yes"
"Mildura",3.6,17.2,0.2,"NE",22,"No",95,3,NA,"ENE","NE",0.6,"No"
"Hobart",13.9,25.5,0.4,"ESE",31,"No",71,1,1019.4,"NNW","ESE",0.2,"No"
"SydneyAirport",15.3,25.6,0,NA,NA,"No",68,6,1023.6,"NW","ESE",1.2,"No"
NA,13.5,NA,0,"SSE",50,"No",61,0,1020.4,NA,"SSE",0,"No"
"Katherine",NA,32.9,0,"E",41,"No",40,3,1015.7,"SE","E",0.6,"No"
"Wollongong",NA,25.6,NA,"SSW",22,"Yes",NA,6,1018.3,"SW","NE",1.2,"Yes"
"Cobar",14.8,28.7,0,"NNW",NA,"No",48,2,1019.9,"N","NNW",0.4,"Yes"
"WaggaWagga",20.3,NA,1.8,"ENE",35,NA,65,1,1014.9,"E","SSW",0.2,"No"
"NorfolkIsland",17.2,19.9,0,"WNW",61,"No",68,5,1008.2,"WNW","WNW",1,"No"
"Katherine",23.5,34,22.6,"NW",20,"Yes",81,5,1012.7,"NW","W",1,"No"
NA,7.1,11.6,0.6,"S",20,"No",71,8,NA,"S","W",1.6,"No"
"Watsonia",10.6,21.2,0,"SSW",43,"No",64,5,1023,"WSW",NA,1,"No"
"PerthAirport",11.2,19.4,2.6,"WSW",72,NA,56,4,1013.6,"WNW","WSW",0.8,"Yes"
"MelbourneAirport",11.1,15.9,1.8,"SSW",30,"Yes",99,8,1028.4,"SW",NA,1.6,"No"
NA,9.1,18.7,0,"SE",41,"No",63,1,1025.4,"ESE","SSE",0.2,"No"
"Woomera",9.6,21.2,0.4,"SW",28,"No",89,1,1018.9,"W","NW",0.2,"No"
"Brisbane",21.9,29.6,40,"E",33,NA,NA,NA,1010.6,"E","ENE",NA,"No"
NA,13.2,30.5,NA,NA,48,NA,NA,NA,1014,"NE","NNW",NA,"No"
NA,13.4,30.1,0,NA,31,"No",53,1,1009.4,"SE","W",0.2,"No"
NA,NA,30.2,0,"ENE",33,"No",67,3,1010.2,"SSE","ENE",0.6,"No"
"MountGambier",15.3,21.2,0,"SSW",61,"No",91,8,NA,"SSE","S",1.6,"Yes"
NA,2.2,NA,NA,"NNW",33,"No",100,1,1027.5,"NE","N",0.2,"No"
"Mildura",NA,40.3,0,"WSW",54,"No",NA,0,NA,"NNE","NW",0,"No"
"CoffsHarbour",13.2,20.3,13,"SE",NA,"Yes",NA,7,1020.1,"ESE","ESE",1.4,"Yes"
"Perth",23.3,36,0,"SW",31,"No",63,3,1008.6,"E","SE",0.6,"No"
NA,12.3,27.2,0,"SE",41,"No",66,7,1010.4,"S","S",1.4,"No"
"MelbourneAirport",NA,NA,0,"SSE",31,"No",80,8,1028.1,"NNE","NW",1.6,"No"
"PerthAirport",10,24.5,0,"WSW",37,"No",57,6,NA,"SW","WSW",1.2,"No"
"WaggaWagga",15.7,38.1,0,"WNW",26,"No",44,0,1014.4,"ENE",NA,0,"No"
NA,3.9,16.4,0.4,"N",22,"No",NA,0,NA,"NE","NE",0,"No"
"PearceRAAF",17.2,35.8,NA,"E",52,"No",NA,0,1016,"SE",NA,0,"No"
"Portland",14.6,21.2,0.2,"W",39,"No",92,8,1017.1,"W",NA,1.6,"No"
"Ballarat",5.2,NA,NA,"W",28,"No",99,NA,1026.2,"W","W",NA,"No"
"Williamtown",8.5,21.8,1,"ESE",39,"No",47,3,1024.8,"E","ESE",0.6,"No"
"CoffsHarbour",6,22.7,NA,"N",30,"No",40,1,1015.3,"NW","ENE",0.2,"No"
NA,24.8,33.7,0,"WNW",30,"No",64,3,NA,"WNW","NNW",0.6,"No"
"Ballarat",8.8,23.2,0,"SSE",NA,"No",80,4,1014.2,"S","SSE",0.8,"No"
"Richmond",16.9,26.6,0,NA,43,"No",66,8,1014.6,"ESE","E",1.6,"No"
"WaggaWagga",NA,NA,0,"ENE",19,"No",77,2,1026.2,"E","NE",0.4,"No"
"WaggaWagga",23.5,41.6,0,"NW",57,"No",NA,4,1009.9,"ENE","NNW",0.8,"No"
"Woomera",NA,NA,NA,"SSE",43,"No",61,NA,1021.3,"SSE","SE",NA,"No"
NA,16.5,34.5,0,NA,48,"No",45,7,1010.1,"ESE","S",1.4,"No"
"Townsville",23,32.5,0,"ENE",46,"No",57,6,NA,NA,"ENE",1.2,"No"
"Canberra",13.9,34.7,0,"SSW",46,"No",50,NA,1022.8,"SE",NA,NA,"No"
NA,19.3,24,0,"E",NA,"No",78,2,1022.6,"ESE","ESE",0.4,"No"
"Sydney",19.7,27.9,0,"NW",NA,"No",44,7,1007.8,NA,"ESE",1.4,"Yes"
"Canberra",NA,9.2,15,"NW",67,NA,68,5,1014.3,"NW","WNW",1,"Yes"
"MelbourneAirport",7.3,15.9,0,"SSW",57,"No",66,3,1012.1,"WSW","S",0.6,"No"
"NorfolkIsland",19.1,23.7,0.6,"E",39,"No",NA,8,1018.1,"ESE","E",1.6,"No"
"PerthAirport",10.8,22.2,0,"ENE",NA,"No",57,6,1020.4,"ENE","N",1.2,"No"
"Moree",NA,22.1,0,"SSE",41,"No",NA,1,1032.3,"S","ESE",0.2,"No"
"Mildura",20.1,40.2,0,"NE",NA,"No",NA,2,1008.9,"NNE","N",0.4,"No"
"Townsville",23.6,30.3,0,"E",35,"No",NA,NA,1015.1,"WNW",NA,NA,"No"
"Brisbane",17.2,34.4,0,"NE",31,"No",NA,0,1011.9,"NW","NE",0,"No"
"Williamtown",17.7,30.4,0.2,"S",NA,"No",85,7,1004.5,"N","SSE",1.4,"Yes"
"Perth",8.4,19.4,27,"NW",31,"Yes",NA,2,1012.6,"NW","WSW",0.4,"No"
"Ballarat",9.8,NA,0,NA,48,"No",85,8,1023.1,"S","SSE",1.6,"No"
"SydneyAirport",22.2,32.3,0,"NE",NA,"No",91,8,1014,NA,"E",1.6,"No"
"Perth",15,28.5,0,NA,33,NA,59,NA,1022.4,NA,"SW",NA,"No"
"Portland",7.2,14.7,1.2,"ESE",26,"Yes",99,8,1013.1,"SE",NA,1.6,"Yes"
"Portland",10.2,16.7,17.4,"W",NA,NA,100,8,1005.6,"SW","WSW",1.6,"No"
"Melbourne",NA,23,0.2,"S",48,"No",52,7,1015.6,NA,"SSE",1.4,"No"
"Sale",16.4,25.7,0,"W",46,NA,NA,8,1012.8,"WSW","W",1.6,"No"
"WaggaWagga",5.5,13.4,0,"SSW",59,NA,52,3,1013,NA,"SSW",0.6,"Yes"
NA,24.3,33.5,0,"ESE",43,"No",29,8,1009,"E","SE",1.6,"Yes"
"NorfolkIsland",18.3,NA,0.2,"SE",35,"No",61,7,1019.4,"SE","SE",1.4,"No"
"SydneyAirport",8.2,15.7,0,"SSW",NA,"No",69,5,1021.5,"NNW","S",1,"Yes"
"Bendigo",10.8,20.4,NA,"SW",39,"No",56,NA,NA,NA,"SSW",NA,"No"
